Stream_KM,Longitude,Latitude,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V9_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V9_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V9_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW,LON_V8_NW,LON_V9_NW
28,16.4621064007,47.1653779349,0,0,0,0,0,0,0,241,241,241,241,241,241,0,0,241,241,241,101,101,101,101,0,0,241,241,241,241,101,101,101,0,0,0,0,0,0,0,0,241,0,0,0,241,241,241,241,241,241,0,241,241,241,241,241,241,119,119,0,0,241,241,241,241,119,119,119,0,0,0,225,225,226,226,226,226,0,0,226,226,226,226,226,226,226,0,0,225,226,226,226,226,226,226,0,0,0,0,0,0,0,0,225,0,0,0,225,225,226,226,226,226,0,225,226,226,226,226,226,226,226,0,0,225,226,226,226,226,226,226,0,0,0,47.1655049462,47.1655366989,47.1655684517,47.1656002044,47.1656319571,47.1656637098,0,0,47.1653777123,47.1653776381,47.1653775638,47.1653774894,47.1653774151,47.1653773406,47.1653772662,0,0,47.1652823618,47.165250504,47.1652186462,47.1651867884,47.1651549306,47.1651230728,47.1650912149,0,0,0,0,0,0,0,0,47.1649731199,0,0,0,47.1652509234,47.1652191704,47.1651874175,47.1651556645,47.1651239115,47.1650921585,0,47.1653780831,47.1653781571,47.1653782311,47.1653783051,47.165378379,47.1653784529,47.1653785268,47.1653786006,0,0,47.1654735079,47.1655053655,47.1655372231,47.1655690807,47.1656009383,47.1656327958,47.1656646533,0,0,0,16.4622932508,16.4623399635,16.4623866762,16.462433389,16.4624801018,16.4625268147,0,0,16.4623042586,16.4623702112,16.4624361639,16.4625021165,16.4625680691,16.4626340217,16.4626999744,0,0,16.4622460765,16.462292635,16.4623391935,16.4623857518,16.4624323102,16.4624788684,16.4625254267,0,0,0,0,0,0,0,0,16.4621054224,0,0,0,16.4619195515,16.4618728393,16.4618261272,16.4617794152,16.4617327032,16.4616859912,0,16.4619744954,16.4619085428,16.4618425902,16.4617766376,16.4617106849,16.4616447323,16.4615787797,16.461512827,0,0,16.4619667244,16.4619201655,16.4618736066,16.4618270476,16.4617804885,16.4617339294,16.4616873702
27.5,16.4638010364,47.1613700989,0,0,0,0,0,241,241,241,241,241,100,100,100,0,0,241,241,241,241,241,241,241,0,0,0,0,0,241,241,241,241,0,0,0,0,241,241,241,241,241,0,241,241,241,241,241,119,119,119,0,0,241,241,241,119,119,119,119,0,0,0,0,0,241,241,241,241,0,225,225,226,225,225,225,224,224,0,0,225,226,225,225,225,224,224,0,0,0,0,0,225,225,226,226,0,0,0,0,226,225,225,225,225,0,226,225,225,225,225,225,225,225,0,0,225,225,225,225,225,225,225,0,0,0,0,0,225,225,225,225,0,47.1614336033,47.1614653554,47.1614971075,47.1615288596,47.1615606117,47.1615923638,47.1616241158,47.1616558678,0,0,47.1613698735,47.1613697982,47.1613697229,47.1613696476,47.1613695723,47.1613694969,47.1613694215,0,0,0,0,0,47.1611789482,47.1611470897,47.1611152312,47.1610833726,0,0,0,0,47.1611452016,47.1611002221,47.1610552426,47.1610102631,47.1609652837,0,47.1613065945,47.1612748423,47.16124309,47.1612113378,47.1611795855,47.1611478332,47.1611160809,47.1610843285,0,0,47.1613703241,47.161370399,47.161370474,47.1613705489,47.1613706237,47.1613706986,47.1613707733,0,0,0,0,0,47.161561249,47.1615931072,47.1616249655,47.1616568237,0,16.4638944564,16.4639411664,16.4639878765,16.4640345867,16.4640812969,16.4641280071,16.4641747175,16.4642214278,0,0,16.4639988794,16.4640648271,16.4641307748,16.4641967224,16.4642626701,16.4643286178,16.4643945654,0,0,0,0,0,16.4640803605,16.4641269143,16.4641734681,16.4642200218,0,0,0,0,16.4638004859,16.4638003758,16.4638002656,16.4638001555,16.4638000454,0,16.4637076167,16.463660907,16.4636141973,16.4635674876,16.463520778,16.4634740685,16.463427359,16.4633806496,0,0,16.4636031934,16.4635372458,16.4634712981,16.4634053504,16.4633394028,16.4632734551,16.4632075074,0,0,0,0,0,16.4635217104,16.4634751558,16.4634286012,16.4633820466
27,16.4641897166,47.1569786966,0,0,0,0,0,0,234,234,234,205,205,205,205,0,234,234,234,205,205,205,205,205,0,0,234,234,234,187,187,119,119,0,0,0,0,0,0,0,0,0,0,0,237,237,237,187,187,187,187,0,237,187,127,127,127,127,127,127,0,0,237,187,127,127,127,127,127,0,0,222,222,223,223,223,224,224,0,222,223,223,224,224,224,224,224,0,0,222,222,224,225,224,223,223,0,0,0,0,0,0,0,0,0,0,0,222,223,224,224,225,225,225,0,222,223,224,224,223,224,224,224,0,0,223,223,224,224,223,224,224,0,0,47.1570739527,47.1571057047,47.1571374566,47.1571692086,47.1572009605,47.1572327124,47.1572644643,0,47.1569785459,47.1569784705,47.156978395,47.1569783195,47.156978244,47.1569781684,47.1569780928,47.1569780172,0,0,47.1568831208,47.1568512622,47.1568194035,47.1567875448,47.1567556861,47.1567238274,47.1566919687,0,0,0,0,0,0,0,0,0,0,0,47.1568834404,47.1568516883,47.1568199361,47.156788184,47.1567564318,47.1567246796,47.1566929274,0,47.1569788472,47.1569789224,47.1569789976,47.1569790728,47.1569791479,47.1569792229,47.156979298,47.156979373,0,0,47.1570742723,47.1571061308,47.1571379893,47.1571698477,47.1572017062,47.1572335646,47.157265423,0,0,16.4643298357,16.4643765422,16.4644232487,16.4644699553,16.4645166619,16.4645633686,16.4646100754,0,16.4643216011,16.4643875433,16.4644534855,16.4645194278,16.46458537,16.4646513122,16.4647172545,16.4647831967,0,0,16.4643293667,16.4643759166,16.4644224665,16.4644690163,16.4645155661,16.4645621158,16.4646086654,0,0,0,0,0,0,0,0,0,0,0,16.464049598,16.4640028919,16.4639561859,16.4639094799,16.463862774,16.4638160681,16.4637693623,0,16.4640578322,16.4639918899,16.4639259477,16.4638600055,16.4637940632,16.463728121,16.4636621788,16.4635962365,0,0,16.464050066,16.4640035157,16.4639569653,16.4639104149,16.4638638644,16.4638173139,16.4637707633
26.5,16.4640245911,47.1525164766,0,0,0,0,0,0,248,248,248,248,127,127,127,0,248,248,248,248,248,101,101,127,0,0,248,248,248,101,248,101,101,0,0,0,0,0,0,0,0,0,0,0,248,248,101,101,101,101,101,0,248,248,101,101,101,101,101,101,0,0,248,248,101,101,101,101,101,0,0,220,222,223,224,224,223,223,0,221,222,224,224,223,223,223,223,0,0,221,222,224,224,224,223,223,0,0,0,0,0,0,0,0,0,0,0,222,221,223,223,223,223,223,0,222,222,223,223,223,223,223,223,0,0,222,222,223,223,223,223,223,0,0,47.152611733,47.152643485,47.1526752371,47.1527069892,47.1527387412,47.1527704932,47.1528022452,0,47.1525163261,47.1525162508,47.1525161754,47.1525161,47.1525160246,47.1525159491,47.1525158736,47.1525157981,0,0,47.1524209009,47.1523890423,47.1523571837,47.1523253251,47.1522934664,47.1522616078,47.1522297491,0,0,0,0,0,0,0,0,0,0,0,47.1524212201,47.1523894679,47.1523577156,47.1523259634,47.1522942111,47.1522624588,47.1522307065,0,47.152516627,47.1525167021,47.1525167772,47.1525168522,47.1525169272,47.1525170022,47.1525170772,47.1525171521,0,0,47.1526120521,47.1526439106,47.152675769,47.1527076274,47.1527394858,47.1527713442,47.1528032026,0,0,16.4641646982,16.4642114006,16.4642581031,16.4643048057,16.4643515083,16.464398211,16.4644449138,0,16.4641564645,16.4642224012,16.4642883379,16.4643542747,16.4644202114,16.4644861481,16.4645520848,16.4646180215,0,0,16.4641642298,16.4642107759,16.464257322,16.464303868,16.464350414,16.4643969599,16.4644435058,0,0,0,0,0,0,0,0,0,0,0,16.4638844845,16.4638377825,16.4637910805,16.4637443785,16.4636976766,16.4636509747,16.4636042729,0,16.4638927177,16.463826781,16.4637608442,16.4636949075,16.4636289708,16.4635630341,16.4634970974,16.4634311607,0,0,16.4638849519,16.4638384054,16.4637918588,16.4637453122,16.4636987655,16.4636522187,16.4636056719
26,16.4629145137,47.1481548614,0,0,0,0,0,242,242,119,119,119,119,119,119,0,242,119,119,119,119,119,119,119,0,0,0,242,242,242,119,119,119,0,0,0,0,0,0,0,0,0,0,242,242,101,101,101,101,101,101,0,242,242,101,101,101,101,101,101,0,0,0,242,242,101,101,101,101,0,221,222,222,222,222,222,222,222,0,221,223,222,222,222,222,222,222,0,0,0,222,223,222,222,222,222,0,0,0,0,0,0,0,0,0,0,221,223,222,222,222,222,222,222,0,222,223,222,222,222,222,222,222,0,0,0,221,222,222,222,222,222,0,47.1482183666,47.1482501192,47.1482818717,47.1483136243,47.1483453768,47.1483771293,47.1484088818,47.1484406343,0,47.1481547122,47.1481546375,47.1481545628,47.148154488,47.1481544132,47.1481543384,47.1481542635,47.1481541886,0,0,0,47.1480274288,47.1479955707,47.1479637124,47.1479318542,47.147899996,47.1478681377,0,0,0,0,0,0,0,0,0,0,47.1480913561,47.1480596034,47.1480278507,47.147996098,47.1479643453,47.1479325925,47.1479008397,47.1478690869,0,47.1481550105,47.1481550849,47.1481551594,47.1481552338,47.1481553082,47.1481553825,47.1481554568,47.148155531,0,0,0,47.1482822936,47.1483141516,47.1483460096,47.1483778676,47.1484097256,47.1484415835,0,16.4630079094,16.4630546073,16.4631013053,16.4631480033,16.4631947014,16.4632413996,16.4632880978,16.463334796,0,16.4630463764,16.4631123077,16.463178239,16.4632441703,16.4633101017,16.463376033,16.4634419643,16.4635078956,0,0,0,16.463100686,16.463147229,16.4631937719,16.4632403147,16.4632868574,16.4633334002,0,0,0,0,0,0,0,0,0,0,16.4628211183,16.4627744206,16.4627277231,16.4626810255,16.4626343281,16.4625876306,16.4625409333,16.462494236,0,16.4627826511,16.4627167198,16.4626507885,16.4625848571,16.4625189258,16.4624529945,16.4623870632,16.4623211318,0,0,0,16.4627283406,16.4626817971,16.4626352536,16.4625887101,16.4625421665,16.4624956228
25.5,16.4625605684,47.143800955,0,0,0,0,0,0,242,242,242,242,242,242,242,0,242,242,242,242,242,119,119,119,0,242,242,242,119,119,119,119,119,0,0,242,242,242,242,242,242,242,0,0,0,0,242,242,242,242,101,0,242,242,242,242,101,101,101,101,0,242,242,242,242,242,242,101,101,0,0,221,221,221,221,221,222,222,0,221,221,220,221,222,222,222,222,0,221,220,221,221,221,221,221,221,0,0,220,220,221,221,221,221,221,0,0,0,0,220,221,221,222,221,0,219,221,221,222,222,222,222,221,0,219,220,221,221,221,222,222,222,0,0,47.1438962133,47.143927966,47.1439597188,47.1439914715,47.1440232241,47.1440549768,47.1440867294,0,47.1438008062,47.1438007317,47.1438006572,47.1438005827,47.1438005081,47.1438004335,47.1438003588,47.1438002841,0,47.143737239,47.143705381,47.1436735229,47.1436416649,47.1436098068,47.1435779487,47.1435460906,47.1435142324,0,0,47.1436660161,47.1436210365,47.1435760569,47.1435310773,47.1434860977,47.1434411181,47.1433961385,0,0,0,0,47.1436421907,47.1436104378,47.1435786849,47.143546932,47.143515179,0,47.1438011036,47.1438011779,47.1438012522,47.1438013264,47.1438014005,47.1438014746,47.1438015487,47.1438016228,0,47.1438646709,47.1438965288,47.1439283867,47.1439602446,47.1439921025,47.1440239604,47.1440558182,47.144087676,0,0,16.4627006499,16.4627473438,16.4627940378,16.4628407319,16.462887426,16.4629341202,16.4629808144,0,16.4626924203,16.4627583462,16.4628242721,16.4628901981,16.462956124,16.4630220499,16.4630879759,16.4631539018,0,16.4626536475,16.4627001869,16.4627467264,16.4627932657,16.462839805,16.4628863442,16.4629328834,16.4629794226,0,0,16.4625602414,16.4625601324,16.4625600234,16.4625599144,16.4625598054,16.4625596964,16.4625595874,0,0,0,0,16.4623271003,16.4622804069,16.4622337135,16.4621870201,16.4621403269,0,16.4624287165,16.4623627906,16.4622968646,16.4622309387,16.4621650128,16.4620990868,16.4620331609,16.4619672349,0,16.4624674891,16.4624209493,16.4623744095,16.4623278697,16.4622813298,16.4622347898,16.4621882498,16.4621417097
25,16.4617341548,47.1394828701,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,213,187,119,119,119,119,119,0,117,117,117,117,187,187,119,119,0,0,0,117,117,117,117,117,0,0,0,0,0,101,187,187,119,119,0,101,101,101,187,119,119,119,119,0,237,237,101,101,101,187,119,119,0,0,0,0,0,0,0,0,221,0,0,221,221,221,221,221,221,220,0,220,220,220,221,221,221,221,221,0,0,0,220,220,220,219,219,0,0,0,0,0,220,221,221,221,220,0,219,220,221,221,221,221,220,220,0,220,220,221,221,221,221,221,221,0,0,0,0,0,0,0,0,47.1397686478,0,0,47.1394826483,47.1394825743,47.1394825002,47.1394824261,47.139482352,47.1394822778,47.1394822036,0,47.1394191548,47.139387297,47.1393554393,47.1393235816,47.1392917238,47.139259866,47.1392280082,47.1391961504,0,0,0,47.1393029515,47.1392579719,47.1392129922,47.1391680126,47.1391230329,0,0,0,0,0,47.139324104,47.1392923508,47.1392605975,47.1392288442,47.1391970908,0,47.1394830178,47.1394830916,47.1394831654,47.1394832391,47.1394833128,47.1394833864,47.13948346,47.1394835336,0,47.1395465854,47.139578443,47.1396103006,47.1396421582,47.1396740157,47.1397058733,47.1397377308,47.1397695883,0,0,0,0,0,0,0,0,16.4621543624,0,0,16.4619319167,16.4619978373,16.4620637579,16.4621296785,16.4621955991,16.4622615197,16.4623274403,0,16.4618272274,16.4618737636,16.4619202997,16.4619668358,16.4620133719,16.4620599078,16.4621064437,16.4621529796,0,0,0,16.4617337217,16.4617336134,16.4617335051,16.4617333968,16.4617332886,0,0,0,0,0,16.4615007082,16.461454019,16.4614073299,16.4613606408,16.4613139518,0,16.4616023136,16.461536393,16.4614704724,16.4614045518,16.4613386312,16.4612727106,16.46120679,16.4611408694,0,16.4616410821,16.4615945456,16.4615480091,16.4615014725,16.4614549358,16.4614083991,16.4613618624,16.4613153256
24.5,16.4614925684,47.1351609216,0,0,0,0,0,0,117,117,117,187,119,119,119,0,0,101,187,119,119,119,119,119,0,0,0,101,187,119,119,119,119,0,0,0,0,0,0,0,0,0,0,0,116,116,116,101,101,187,187,0,0,116,101,101,187,119,119,119,0,0,0,116,101,101,101,187,119,0,0,220,220,220,220,220,220,220,0,0,220,220,220,220,220,220,220,0,0,0,220,220,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,220,220,221,221,221,221,221,0,0,220,221,221,221,221,220,220,0,0,0,220,221,221,221,221,220,0,0,47.1352561814,47.1352879346,47.1353196879,47.135351441,47.1353831942,47.1354149474,47.1354467005,0,0,47.1351607002,47.1351606263,47.1351605524,47.1351604785,47.1351604045,47.1351603305,47.1351602564,0,0,0,47.1350334911,47.1350016335,47.1349697758,47.1349379181,47.1349060604,47.1348742026,0,0,0,0,0,0,0,0,0,0,0,47.1350656617,47.1350339083,47.1350021549,47.1349704015,47.1349386481,47.1349068947,47.1348751412,0,0,47.1351611427,47.1351612163,47.1351612899,47.1351613634,47.1351614369,47.1351615104,47.1351615838,0,0,0,47.1352883518,47.1353202093,47.1353520668,47.1353839242,47.1354157817,47.1354476391,0,0,16.4616326253,16.461679311,16.4617259968,16.4617726827,16.4618193686,16.4618660545,16.4619127406,0,0,16.4616903142,16.4617562295,16.4618221447,16.46188806,16.4619539752,16.4620198905,16.4620858058,0,0,0,16.4616786988,16.4617252313,16.4617717637,16.461818296,16.4618648283,16.4619113606,0,0,0,0,0,0,0,0,0,0,0,16.461352512,16.4613058267,16.4612591414,16.4612124562,16.461165771,16.4611190858,16.4610724008,0,0,16.4612948226,16.4612289074,16.4611629921,16.4610970768,16.4610311616,16.4609652463,16.460899331,0,0,0,16.4613064371,16.4612599042,16.4612133711,16.4611668381,16.4611203049,16.4610737717
24,16.4616002463,47.130860948,0,0,0,0,0,0,242,242,242,187,187,187,187,0,0,242,242,187,187,187,187,187,0,0,0,0,101,101,187,187,119,0,0,0,0,0,0,0,0,0,0,0,215,215,101,101,101,101,101,0,0,215,101,101,101,101,101,101,0,0,0,0,0,215,215,244,244,0,0,216,216,217,219,220,219,219,0,0,217,218,220,218,218,219,219,0,0,0,0,218,219,219,219,218,0,0,0,0,0,0,0,0,0,0,0,218,218,217,216,216,216,216,0,0,216,216,216,216,218,219,219,0,0,0,0,0,215,215,216,216,0,0,47.1309562077,47.1309879609,47.1310197141,47.1310514673,47.1310832204,47.1311149736,47.1311467267,0,0,47.1308607264,47.1308606524,47.1308605785,47.1308605045,47.1308604304,47.1308603563,47.1308602822,0,0,0,0,47.1307016595,47.1306698017,47.130637944,47.1306060862,47.1305742284,0,0,0,0,0,0,0,0,0,0,0,47.130765688,47.1307339347,47.1307021813,47.1306704279,47.1306386745,47.1306069211,47.1305751677,0,0,47.1308611692,47.1308612429,47.1308613165,47.1308613901,47.1308614636,47.1308615371,47.1308616106,0,0,0,0,0,47.1310520935,47.131083951,47.1311158085,47.131147666,0,0,16.461740292,16.4617869741,16.4618336562,16.4618803383,16.4619270205,16.4619737028,16.4620203851,0,0,16.4617979761,16.4618638861,16.461929796,16.461995706,16.4620616159,16.4621275259,16.4621934358,0,0,0,0,16.4618328901,16.4618794187,16.4619259472,16.4619724757,16.4620190042,0,0,0,0,0,0,0,0,0,0,0,16.461460201,16.4614135194,16.4613668378,16.4613201562,16.4612734748,16.4612267933,16.461180112,0,0,16.4614025164,16.4613366065,16.4612706965,16.4612047866,16.4611388766,16.4610729667,16.4610070567,0,0,0,0,0,16.4613210718,16.4612745426,16.4612280133,16.4611814839
23.5,16.4606092711,47.1269734397,0,0,0,0,0,242,242,242,119,119,119,119,119,0,242,242,119,119,119,119,119,119,0,0,242,242,242,242,119,119,119,0,0,0,0,0,0,0,0,0,0,0,242,213,213,213,213,213,242,0,242,213,213,213,213,213,242,242,0,0,242,242,242,242,242,213,242,0,217,217,218,218,218,218,218,218,0,217,218,218,218,218,218,218,218,0,0,217,217,218,218,218,218,218,0,0,0,0,0,0,0,0,0,0,0,217,218,218,218,218,218,218,0,217,218,218,218,218,218,218,218,0,0,217,218,218,218,218,218,218,0,47.127036947,47.1270687007,47.1271004543,47.127132208,47.1271639616,47.1271957151,47.1272274687,47.1272592223,0,47.1269732931,47.1269732198,47.1269731465,47.1269730731,47.1269729996,47.1269729262,47.1269728527,47.1269727791,0,0,47.1268778678,47.1268460105,47.1268141531,47.1267822958,47.1267504384,47.126718581,47.1266867235,0,0,0,0,0,0,0,0,0,0,0,47.1268781785,47.1268464247,47.1268146709,47.1267829171,47.1267511633,47.1267194094,47.1266876555,0,47.1269735861,47.1269736592,47.1269737323,47.1269738053,47.1269738783,47.1269739513,47.1269740243,47.1269740972,0,0,47.1270690114,47.1271008686,47.1271327258,47.1271645829,47.1271964401,47.1272282972,47.1272601543,0,16.4607026269,16.4607493049,16.4607959829,16.460842661,16.4608893392,16.4609360174,16.4609826957,16.461029374,0,16.4607410814,16.4608069866,16.4608728917,16.4609387969,16.461004702,16.4610706072,16.4611365123,16.4612024175,0,0,16.4607488492,16.4607953751,16.460841901,16.4608884268,16.4609349525,16.4609814782,16.4610280039,0,0,0,0,0,0,0,0,0,0,0,16.4604692378,16.4604225602,16.4603758826,16.4603292051,16.4602825276,16.4602358501,16.4601891728,0,16.4604774608,16.4604115557,16.4603456505,16.4602797454,16.4602138402,16.4601479351,16.4600820299,16.4600161248,0,0,16.4604696925,16.4604231662,16.4603766399,16.4603301135,16.460283587,16.4602370605,16.4601905339
23,16.4609654895,47.1225964698,0,0,0,0,0,242,101,101,101,101,101,101,101,0,242,101,101,101,101,101,101,101,0,0,242,242,101,101,101,101,101,0,0,0,0,0,0,0,0,0,0,101,101,101,101,101,101,187,119,0,101,101,101,101,101,187,119,119,0,0,0,0,0,0,0,0,0,0,217,216,215,215,215,215,215,217,0,217,216,215,215,215,215,217,217,0,0,217,217,216,215,215,215,215,0,0,0,0,0,0,0,0,0,0,216,217,217,217,217,217,217,217,0,215,217,217,217,217,217,217,217,0,0,0,0,0,0,0,0,0,0,47.1226599769,47.1226917304,47.122723484,47.1227552375,47.122786991,47.1228187444,47.1228504979,47.1228822513,0,47.1225963228,47.1225962493,47.1225961758,47.1225961022,47.1225960285,47.1225959549,47.1225958811,47.1225958074,0,0,47.1225008974,47.1224690399,47.1224371824,47.1224053248,47.1223734673,47.1223416097,47.1223097521,0,0,0,0,0,0,0,0,0,0,47.1225329625,47.1225012089,47.1224694553,47.1224377016,47.1224059479,47.1223741942,47.1223424404,47.1223106867,0,47.1225966165,47.1225966899,47.1225967632,47.1225968364,47.1225969096,47.1225969828,47.122597056,47.1225971291,0,0,0,0,0,0,0,0,0,0,16.4610588381,16.4611055125,16.4611521869,16.4611988613,16.4612455359,16.4612922105,16.4613388851,16.4613855598,0,16.461097289,16.4611631888,16.4612290885,16.4612949882,16.461360888,16.4614267877,16.4614926875,16.4615585872,0,0,16.4611050555,16.4611515774,16.4611980993,16.4612446211,16.4612911428,16.4613376645,16.4613841861,0,0,0,0,0,0,0,0,0,0,16.4608721412,16.4608254671,16.4607787931,16.4607321191,16.4606854452,16.4606387713,16.4605920975,16.4605454238,0,16.4608336901,16.4607677903,16.4607018906,16.4606359908,16.4605700911,16.4605041913,16.4604382916,16.4603723918,0,0,0,0,0,0,0,0,0
22.5,16.4614872927,47.1188830207,0,0,0,0,0,0,242,242,242,242,242,242,119,0,242,242,242,242,119,119,119,119,0,242,242,242,242,119,119,119,119,0,0,0,0,0,0,0,0,0,0,0,242,242,242,242,242,242,242,0,242,242,242,187,119,119,119,119,0,0,242,242,187,119,119,119,119,0,0,214,216,216,216,217,216,216,0,215,216,217,216,216,215,215,215,0,214,215,216,217,216,216,216,216,0,0,0,0,0,0,0,0,0,0,0,216,216,216,216,216,217,217,0,216,216,216,217,217,217,216,216,0,0,216,216,217,217,217,216,216,0,0,47.1189782808,47.1190100341,47.1190417874,47.1190735407,47.119105294,47.1191370472,47.1191688005,0,47.1188828731,47.1188827993,47.1188827255,47.1188826516,47.1188825777,47.1188825037,47.1188824297,47.1188823556,0,47.1188193053,47.1187874476,47.1187555899,47.1187237321,47.1186918744,47.1186600166,47.1186281588,47.118596301,0,0,0,0,0,0,0,0,0,0,0,47.1187877604,47.1187560069,47.1187242534,47.1186924999,47.1186607464,47.1186289928,47.1185972393,0,47.118883168,47.1188832417,47.1188833152,47.1188833888,47.1188834623,47.1188835358,47.1188836092,47.1188836826,0,0,47.1189785936,47.1190104511,47.1190423087,47.1190741663,47.1191060238,47.1191378813,47.1191697388,0,0,16.4616273068,16.4616739783,16.4617206498,16.4617673214,16.461813993,16.4618606647,16.4619073365,0,16.461619083,16.4616849782,16.4617508733,16.4618167685,16.4618826636,16.4619485588,16.4620144539,16.4620803491,0,16.4615803297,16.4616268481,16.4616733664,16.4617198847,16.461766403,16.4618129211,16.4618594393,16.4619059573,0,0,0,0,0,0,0,0,0,0,0,16.4613472791,16.461300608,16.461253937,16.461207266,16.4611605951,16.4611139242,16.4610672534,0,16.4613555024,16.4612896072,16.4612237121,16.4611578169,16.4610919218,16.4610260266,16.4609601314,16.4608942363,0,0,16.4613477368,16.4613012181,16.4612546993,16.4612081804,16.4611616615,16.4611151426,16.4610686236
